"Gene_ID","Human_Homolog","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"G4P62_000001","EFNB1",535.38842434133,0.509886188796016,0.373412407756414,1.36547736016481,0.172103064073197,0.44047159772886
"G4P62_000002","SPTAN1",50.003133581351,-0.0424160671912777,0.242324980331717,-0.175037947524909,0.861049816035777,0.946801169557007
"G4P62_000003","AR",73.0255285575934,-1.2582093190556,0.476947701421916,-2.63804462272179,0.00833856086713301,0.0615816684134919
"G4P62_000004","MSN",11.6423638958433,-0.704355287237321,1.0951144888921,-0.643179589332159,NA,NA
"G4P62_000005","ZC4H2",174.972841863382,-0.41635907082932,0.218036623684684,-1.90958318741645,0.0561869015272543,0.223997802429575
"G4P62_000006","ASB12",33.1093405138069,0.522765876669497,0.474551696127572,1.10159942728129,0.270635857432294,0.565004210027158
"G4P62_000007","ARHGEF9",1109.18015335839,0.170827365559428,0.130574479526166,1.30827529375827,0.190779951867155,0.466054638417758
"G4P62_000008","SH2D1A",13.7683193118874,-1.01309659142235,0.846918145463799,-1.19621547471691,0.231612483556778,0.520495804469624
"G4P62_000009","AGTR2",8.63774683548307,-2.00906040157107,1.15092272593908,-1.74560842034969,0.0808790180853838,0.282595957928217
"G4P62_000010","APOOL",86.4936388471484,-0.678611006585885,0.309177529454925,-2.19489109632988,0.0281714106663742,0.142732792409322
"G4P62_000011","CNKSR2",2.22287813989699,1.85381112514669,1.71999390085086,1.07780098768352,0.281122578689712,NA
"G4P62_000012","HDX",110.514198354179,-0.0584877147548652,0.302033253237176,-0.193646607212938,0.846452601596215,0.942268217199144
"G4P62_000013","RPS6KA6",532.969659171044,0.274235062837275,0.183120131137841,1.49756917021236,0.134245221737851,0.383466980976082
"G4P62_000014","POU3F4",60.6363671143658,0.584669165054516,0.631659301105663,0.925608415851876,0.354649518176764,0.644229910001048
"G4P62_000015","TMEM182",5.71367724320402,0.508547274176269,1.34432170772725,0.378292838130269,0.705213065168785,0.878773588601794
"G4P62_000016","",123.83465054947,-0.166451322926173,0.370638072903577,-0.449093968199744,0.653363871469641,0.850767673449563
"G4P62_000017","SH3BGRL",156.733910891513,-0.17585848644846,0.445998764528112,-0.394302631386271,0.693357620771156,0.87244360407088
"G4P62_000018","HMGN5",880.993336254748,0.0844672094967071,0.190775184366922,0.442757844931495,0.657940897549512,0.853178202459261
"G4P62_000019","TENT5C",5.59693729387623,-0.652716880997386,2.59612084914699,-0.251420068219031,NA,NA
"G4P62_000020","TBX22",23.7464383747049,0.710716905130335,0.65650035315872,1.08258419315505,0.27899302651145,0.573995860742462
"G4P62_000021","ITM2A",525.614842454711,0.244917491992209,0.144788747852776,1.69155059094265,0.0907316939832988,0.304444281876569
"G4P62_000022","GPR174",86.8990413898377,-0.703379986209603,0.419963368118969,-1.67486033212865,0.0939616381659679,0.311445501451334
"G4P62_000023","P2RY10",103.496422284423,-0.362715530932774,0.544356789690668,-0.666319476126839,0.50520691941345,0.762321461009008
"G4P62_000024","LPAR4",107.455137050947,-0.515249278656478,0.359945198918596,-1.43146590148854,0.152296732819731,0.411752614233408
"G4P62_000025","",15.6286924078847,0.0270879701658616,0.801221760958631,0.0338083305843464,0.973029992898889,0.991526572343385
"G4P62_000026","CYSLTR1",8.55716023649749,-4.04771541960988,1.66342868666777,-2.43335674805416,0.014959553592357,0.0927933193696034
"G4P62_000027","EDNRB",339.708320032454,0.0451252951681358,0.250774840813736,0.179943470492133,0.857196947647088,0.945999061768775
"G4P62_000028","POLR1D",84.9202032633415,-0.141273089334907,0.425291064620817,-0.332179773071094,0.739753516176815,0.894192692464072
"G4P62_000029","VAMP7",115.035549164521,0.38512291247343,0.393749532489865,0.978091097754746,0.328029270377567,0.622817578439679
"G4P62_000030","MTUS1",90.546890555396,-1.53240583942759,0.691037639866425,-2.21754322922814,NA,NA
"G4P62_000031","PDGFRL",24.1873839784909,-0.894564338731056,0.780006163826853,-1.14686829440188,0.251436058179171,0.543735980104448
"G4P62_000032","SLC7A2",77.6734218708411,-2.49515113493624,0.705237174155786,-3.53803121329089,0.000403122401300923,0.00630095621678962
"G4P62_000033","MTMR7",23.2405053294175,-0.440739488382436,0.869833249187455,-0.506694229950566,0.612369379766108,0.82858728522507
"G4P62_000034","CNOT7",95.3801984482009,-0.256695425408233,0.330692822470442,-0.776235249046497,0.437610097000162,0.711465177460783
"G4P62_000035","ZDHHC2",3.4412848577076,0.540450715942998,2.51211508786283,0.215137721418163,0.829659944966778,NA
"G4P62_000036","MICU3",16.8818961519267,-0.165490280854609,0.70412221556841,-0.235030619962779,0.81418496748843,0.928074282512137
"G4P62_000037","FGF20",1.01516382728274,0.339157957388759,2.76195920615852,0.122796150150414,0.902268522923559,NA
"G4P62_000038","H3-3A",718.580343807643,-0.0646935726587948,0.231481427534582,-0.279476299018114,0.779879324313688,0.912687251400833
"G4P62_000039","",15.907545133592,0.0315041155783846,0.991827947850749,0.0317636901104196,0.974660503109987,0.991871943776629
"G4P62_000040","HES7",1.24472208858026,-1.76458188059371,2.96735608309617,-0.594664688422742,NA,NA
"G4P62_000042","SMIM19",20.8950895621551,0.122053790789673,0.771653699775571,0.158171717216118,0.874321489572533,0.953076038103691
"G4P62_000043","PLD3",232.412235086065,-1.19728565428184,0.360496026580624,-3.32121733944846,0.000896257147365393,0.0116331288601975
"G4P62_000044","GPR137",67.9698072582338,0.359699571704247,0.576879695624114,0.623526143202346,0.532938827962807,0.778907359861683
"G4P62_000045","SYVN1",194.415520438756,-0.621780022111401,0.400916034772319,-1.55089836320593,0.12092604274598,0.360442897286941
"G4P62_000046","SMAD5",301.304493243014,-0.0394028072762984,0.36303954661663,-0.108535854133566,0.913570641003586,0.969527039057378
"G4P62_000047","AP1AR",88.2307637256444,0.0373489907050468,0.419727857302036,0.088983826199009,0.929094763947982,0.975450547821022
"G4P62_000048","CFAP100",21.0042738070008,-1.0765064667222,1.1216354814582,-0.959764990068496,0.337173506114624,0.630522796381799
"G4P62_000049","GABRA4",51.8392516856557,-0.329020848553448,0.610560774158469,-0.538883044045754,0.589967557661062,0.815055583751651
"G4P62_000050","GABRA2",1.74947270631218,-2.88941617893714,2.42659456978973,-1.19072885718504,0.233760045514228,NA
"G4P62_000051","GUF1",195.6692353154,-0.227357847590298,0.181229327370219,-1.25453121130802,0.209648988594307,0.491773139070883
"G4P62_000052","PFDN6",67.5526900415213,-1.0664485678344,0.370950851539935,-2.87490529650284,0.00404148699361907,0.0367255543759107
"G4P62_000053","MMGT1",73.6717481821369,-0.407405304296974,0.516223281853113,-0.789203661707179,0.429992982180048,0.705995037313966
"G4P62_000054","INTS6L",182.702688344672,-0.113329936630095,0.321891117836786,-0.352075376890515,0.724781734021461,0.887051277122335
"G4P62_000055","MOSPD1",59.3004816730685,-0.191837438727733,0.639264158515344,-0.300091028368093,0.764107722349351,0.90569250535154
"G4P62_000056","PABIR1",202.465323887265,-0.37755192879562,0.180445686713363,-2.09233002834454,0.0364090033139358,0.170192746099434
"G4P62_000057","HPRT1",300.434571715978,-0.690637087757607,0.190857880145365,-3.61859351697498,0.000296208463566394,0.00495607331723284
"G4P62_000058","PHF6",172.296291356984,-0.239188299867988,0.292892460172135,-0.816642052606663,0.414133015674446,0.69398097496807
"G4P62_000059","GPC3",4.45283060917564,-2.28925504112138,2.10266692749699,-1.08873878748191,0.27626909201414,0.571265249139987
"G4P62_000060","GPC6",1660.94371001,0.0582140351668977,0.184564251727908,0.315413383804785,0.752447806276179,0.900021844872289
"G4P62_000061","BRD8",563.438910806576,-0.360179307358202,0.113606511063646,-3.17041078003371,0.00152223572311967,0.0175450218193047
"G4P62_000062","DDIT4L",48.376249135511,1.36175269404642,0.477834021573071,2.84984457482414,0.004374059785003,0.0386985343164804
"G4P62_000063","STING1",394.93461233116,-0.283341245398443,0.340710539491551,-0.831618669094531,0.405624220906016,0.687257854322293
"G4P62_000064","STING1",530.276867343384,-0.402023818731753,0.333433017955696,-1.2057108836929,0.227928987022663,0.515297307264887
"G4P62_000065","PPP3CA",3.14680207434664,-2.38683607850325,1.71911940094173,-1.38840622541735,0.165013381765982,NA
"G4P62_000066","UBE2D2",398.997757820037,-0.554157072117975,0.219988377187685,-2.51902886508041,0.0117679009104668,0.0780397639325696
"G4P62_000067","CISD1",144.771410032509,-0.651731999697276,0.303650959955068,-2.14631957624542,0.0318474908007917,0.155436645558822
"G4P62_000068","CXXC5",57.667967648457,0.328777621505945,0.468194199164884,0.702224893201121,0.48253892371553,0.745671314488154
"G4P62_000069","SH2D4B",69.2200423983673,1.37363697820195,0.445405824689832,3.08401215713448,0.00204229249758158,0.021967097352036
"G4P62_000070","PURA",74.2967553456842,-0.164887675378803,0.500390603720859,-0.329517928899371,0.741764244655387,0.895046080749647
"G4P62_000071","NRG2",13.6194833422281,1.88432888066879,0.906071974344143,2.07966798888439,0.0375559961610141,0.17378198382729
"G4P62_000073","EIF1AD",101.517334207248,-0.313539700040169,0.352510840726819,-0.889446972449703,0.373762909949624,0.659946293430595
"G4P62_000074","CTSF",941.804020167848,-0.00207464894976896,0.178825758822289,-0.0116015106740337,0.990743541397249,0.996819399453142
"G4P62_000075","AUP1",243.231986205311,-0.27818272759343,0.283534044817012,-0.981126367992121,0.326530428905152,0.621199322532993
"G4P62_000076","FNTA",189.961870372468,-0.0885983771777972,0.185083350048808,-0.478694475512967,0.632155996537624,0.839663225644432
"G4P62_000077","PIGG",258.635791823154,-0.16354715718953,0.353831155668188,-0.462218079356754,0.643924939457289,0.845391106367162
"G4P62_000078","FAM199X",223.469660413468,-0.44772053775913,0.254856369139992,-1.75675632227656,0.0789593528542783,0.27872786993843
"G4P62_000079","COMMD5",138.476474564295,-0.873994235191437,0.23241473598648,-3.76049406455139,0.000169578098666461,0.00321988298273605
"G4P62_000080","LONRF3",112.613727841214,2.364831235654,0.545142336194602,4.33800693624686,1.43780618466402e-05,0.000468856446344138
"G4P62_000081","CRACDL",2446.09163584218,0.305525591315262,0.155109311707829,1.96974371139474,0.0488677505925965,0.205762569501659
"G4P62_000082","DCPS",131.547065100005,-1.01254077530145,0.374248344061093,-2.70553174481423,0.00681951299605853,0.0534762996244692
"G4P62_000083","IDS",428.536049634434,0.170551218445544,0.174392390962553,0.977973967236715,0.328087199699598,0.622817578439679
"G4P62_000084","FMR1",389.350623552553,-0.0394064280941616,0.167954758768957,-0.234625254937671,0.814499606038069,0.928074282512137
"G4P62_000085","RAB33A",4.34580232500908,1.77080400456908,1.51926511611696,1.16556615812718,0.243789897156491,0.534796200427695
"G4P62_000086","THAP2",12.5939050369594,0.290382708936221,1.08577425868695,0.267442985144433,0.789128106957447,0.917462995505858
"G4P62_000087","MXRA5",36.7655517189733,0.574807369989224,0.611686109520026,0.939709699212003,0.347366488631908,0.639274753307416
"G4P62_000088","LONRF1",200.357123348857,0.87946211675223,0.409792389138697,2.14611627756359,0.0318637029221657,0.155447385668109
"G4P62_000089","MED7",87.5129436228283,-0.909131917878083,0.367711577226951,-2.47240493414481,0.0134207403015848,0.0858352734343764
"G4P62_000090","ITK",11.1478576508876,-1.49205462631173,0.912780263278567,-1.63462630201107,0.102127410443459,0.326124202829609
"G4P62_000091","CYFIP2",135.094130905385,-0.445691263297864,0.293532372741463,-1.51837175278251,0.12892070846939,0.374685291427906
"G4P62_000092","HMMR",64.9241086039284,-0.783036475848624,0.57191892668163,-1.36913894490594,0.170955846643282,0.438687197496104
"G4P62_000093","INS",0.4308712134201,0.163036552833956,3.03553964542294,0.0537092483966685,0.957166814284352,NA
"G4P62_000094","TENM2",18.726193607106,-0.246705649238489,0.809331986046097,-0.304826268443612,NA,NA
"G4P62_000095","CYSTM1",51.0975717460793,1.01150920173402,0.442529006461386,2.28574666737079,0.0222690833906317,0.122304588814745
"G4P62_000096","EIF4EBP3",146.521022429218,-0.770725172288878,0.427752143408672,-1.80180318010127,0.0715763772370736,0.262386019517027
"G4P62_000097","MYOT",120.672615189004,-0.948780575836645,0.572757314936748,-1.65651411355859,0.0976177493030158,0.317707951606125
"G4P62_000098","MAP4K4",2646.9604649458,-0.00322872811851557,0.132249298156502,-0.0244139527658948,0.98052241894558,0.994210118996553
"G4P62_000099","B3GALT2",1.99578560884292,1.77979814366343,2.63486793441017,0.675479070666153,0.49937144410278,NA
"G4P62_000100","IL1RAPL2",5.27834528916393,0.113035960266416,2.12228332976639,0.0532614843084398,0.957523567689691,0.986260036593366
"G4P62_000102","HVCN1",91.3231928935516,0.389384999828563,0.466790695040421,0.834174725344182,0.404182531458931,0.686435801181214
"G4P62_000103","TCTN1",52.5012469129865,0.545556428697733,0.47058535185593,1.15931451445764,0.246328007558504,0.537640170166307
"G4P62_000104","UVSSA",517.282624450922,0.309161707056121,0.172280682134303,1.79452335123163,0.0727296748967933,0.265281417573534
"G4P62_000105","SIL1",151.151279435836,-1.60592785128261,0.341484740570499,-4.70278071166423,2.56642014618898e-06,0.000117370948019043
"G4P62_000106","TRAPPC11",448.565312792381,0.162945411856174,0.156105137895991,1.04381837812885,0.296569427066106,0.591302753978283
"G4P62_000107","RELL2",671.168486226331,1.81126052297948,0.349957495846449,5.17565859990669,2.27108410846017e-07,1.52409492235142e-05
"G4P62_000108","",115.016266562753,2.09034790287509,0.521504631098898,4.00830170667971,6.11569584248146e-05,0.00145972832982528
"G4P62_000109","MGAT4A",27.6350374398408,0.0227604006274197,0.994850002131747,0.0228782234293101,0.981747411035094,0.994253342107063
"G4P62_000110","SETD7",104.142796329766,-0.0625485410744599,0.429364127335308,-0.14567714695367,0.884176262974624,0.956395900052232
"G4P62_000111","RNF103",189.086378439216,0.132773651218659,0.402543841459446,0.32983649864641,0.74152350729508,0.895023169113647
"G4P62_000112","GFRA1",15.7329548209391,-0.35148667970266,1.26141480120661,-0.278644803728675,0.780517425492726,0.913056591850598
"G4P62_000113","ENPP6",32.4656343062303,-0.729272030613247,0.43057747487968,-1.69370687776232,0.0903209968877808,0.303537362252398
"G4P62_000114","FGF4",10.6512367037885,-2.58914008433524,1.21006176486275,-2.13967597317555,0.0323809620877403,0.157041801539612
"G4P62_000115","RAB33B",29.1555578457302,1.11165769916657,0.580777833985834,1.91408424033223,0.0556093928640123,0.222605829830827
"G4P62_000116","HSPA9",1080.19545003734,-0.962439952188673,0.211266861218869,-4.55556515885186,5.22449168100918e-06,0.00020945462102955
"G4P62_000117","CSNK1A1",1534.33635699268,-0.277223685252385,0.164785864823662,-1.68232685217899,0.0925054769343554,0.308273919355547
"G4P62_000118","MAP3K19",2.61318861852711,0.600265099854879,1.59370514908114,0.376647524920759,0.706435564565245,NA
"G4P62_000119","SPINK1",68.7644266296666,-8.06205208746603,1.68144593242796,-4.79471384240387,1.62907205379893e-06,7.91959910248392e-05
"G4P62_000120","STOX2",158.297170442542,-0.893560999826933,0.311733506610259,-2.866425908281,0.00415135321114798,0.0373621789003319
"G4P62_000121","ATOH8",386.356840389953,-0.556289474851213,0.269204624256701,-2.06641871917015,0.0387889599149756,0.177263537020769
