"Gene_ID","Human_Homolog","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"G4P62_000001","EFNB1",126.837071717383,-0.292920129235611,0.131590747467595,-2.22599335342892,0.0260146266226585,0.0818450461851697
"G4P62_000002","SPTAN1",12.187754500691,-0.00761038514496336,0.240596802497237,-0.0316312813219983,0.974766096977884,0.986589131886569
"G4P62_000003","AR",84.8074065750584,-0.855196379871721,0.203525128791074,-4.20192034738673,2.64660263270789e-05,0.000265794912126754
"G4P62_000004","MSN",9.79931015215025,0.0912057360776524,0.352067586622836,0.259057463802709,0.795590903652531,0.882113700331557
"G4P62_000005","ZC4H2",32.5707821933323,-0.441461361528696,0.190903400318957,-2.31248558585711,0.0207509387437504,0.0689768117590585
"G4P62_000006","ASB12",43.2634110377398,-1.22904917398992,0.268397026105347,-4.57922053692022,4.66711905579975e-06,5.86626845984624e-05
"G4P62_000007","ARHGEF9",152.451923103378,-0.324642607395843,0.130397020814146,-2.4896474272871,0.0127869873559785,0.0470331810749696
"G4P62_000008","SH2D1A",2.14694062029492,1.03733354965047,0.603299054289013,1.71943506669834,0.0855351816468823,0.202229845538015
"G4P62_000009","AGTR2",23.1801322669873,-0.375507237345908,0.214108935898513,-1.7538139441499,0.0794623929442157,0.191614449462283
"G4P62_000010","APOOL",122.560097742459,-0.0898353204583007,0.125673827780525,-0.714829189536486,0.474714596126926,0.656043492252174
"G4P62_000011","CNKSR2",1.47517643062141,-0.849408391891389,0.833133055255696,-1.0195350989053,0.307948998831042,0.494830775559665
"G4P62_000012","HDX",37.1330264116334,0.0547494019742168,0.150272846666118,0.364333298988214,0.715609137079545,0.831754450755475
"G4P62_000013","RPS6KA6",112.946688458887,0.0794180364374995,0.116961050319308,0.679012681749057,0.497129826621766,0.67483733987342
"G4P62_000014","POU3F4",16.045753082651,-0.0664494672749197,0.288141517296425,-0.230613997935466,0.8176146919346,0.894641367284846
"G4P62_000015","TMEM182",75.8597325730188,-0.197724440464329,0.155794803182955,-1.26913373504593,0.204393370138995,0.374373972244158
"G4P62_000016","",3.665557086672,-0.131397303935766,0.544673191355932,-0.241240630200029,0.809368622264615,0.890076590649938
"G4P62_000017","SH3BGRL",14.0183082518153,-0.976479336936104,0.263821629995162,-3.70128611878415,0.000214509427095783,0.00160679622407293
"G4P62_000018","HMGN5",529.529838821952,-0.230726960131188,0.102204934216519,-2.25749335782946,0.0239772640649079,0.0769798456429995
"G4P62_000019","TENT5C",3.26008252537884,1.0584788868698,0.719701732593617,1.47071882549917,0.141367172911151,0.288779359414951
